Part_Name,Count,Percentage
"BU,FRONT LOWER",1,0.0
WIper Motor,1,0.0
PANEL WHEEL HOUSING INNER,1,0.0
joint stabilizer barhaft assy fr drive,1,0.0
FRONT FRAME SUSPENSION,1,0.0
Seleant,1,0.0
HINGE COMP RH AND LH,1,0.0
Embelm DDIS,1,0.0
AC can gas srf,1,0.0
Bracket Engine Mounting Timing Side,1,0.0
regulater rh,1,0.0
cvr rad,1,0.0
Hose intercooler inlet no-2,1,0.0
Cover fr end upper,1,0.0
STURT ASSY FR SUSPENSION L,1,0.0
EXTN. SIDE BODY OTR LH,1,0.0
BACK LAMP UNIT RH,1,0.0
Cover Enigne Under LH,1,0.0
tape rear Door Outer Upper RH,1,0.0
TAPE REAR DR OUTER FR R.H,1,0.0
"BAR,FRONT STA",1,0.0
Hood hinges 2Nos.- Bent,1,0.0
BOLT SUSPN ARM RR BUSHING,1,0.0
Front bumper lower grill- Broken,1,0.0
TRIM TAIL GATE,1,0.0
DASJ BOARD UPPER,1,0.0
CROSSMEMBER FRONT lower,1,0.0
SPRING REAR SUSPENSION,1,0.0
ALLOY WHEEL 14 INCH,1,0.0
Garnish Head light ,1,0.0
Baering input shaft,1,0.0
COVER FRONT END LWR LH,1,0.0
ALLOY ,1,0.0
VACCUM PIPE BRAKE,1,0.0
CAP FR BUMPER (C),1,0.0
WIPER BOTTEL-BOTTEL WIPER,1,0.0
Extension Front Fender Lower RH,1,0.0
Regulator door front,1,0.0
Panel Dash side LH	,1,0.0
MEMBER LAMP SUPPORFT RH,1,0.0
HOLDER FR  BUMPER SIDE FR  LH,1,0.0
"BRACKET, RDTR SUPPORT UPR L",1,0.0
Element air cleaner,1,0.0
"CONTROLLER ASSY,GATEWAY",1,0.0
MAMBER LAMP SUPP L,1,0.0
Washer Pump Assy,1,0.0
DICAL FRONT STRIP 1,1,0.0
BRACKET FU,1,0.0
Bezel FR,1,0.0
"PUMP AND TANK ASSY, WASHER",1,0.0
ECSTAR DIESEL,1,0.0
Bumper Fornt Lip,1,0.0
"TRIM, TRNK ROOM REAR",1,0.0
Stopper Front door LH,1,0.0
"TENSIONER COMP, TIMING CHAIN",1,0.0
"C ABLE ASS Y,CO NTAC T C",1,0.0
TRIM ASSY FRONT DOOR RH,1,0.0
HANDLE DOOR INNER BLACK,1,0.0
"Glass, Qtr Window, LH",1,0.0
Tyre 2 Nos,1,0.0
REAR TRAY ASSY,1,0.0
GARNISH RADIATOR GRILLE NO 1 R,1,0.0
"REINF,FRONT BMR",1,0.0
"CABLE ASSY, SELECT",1,0.0
Member front side LH ,1,0.0
BOTTOM GRILLE,1,0.0
HOLDER FR BUMPER SIODE  L,1,0.0
HOSEE,1,0.0
BOX ASSYSTEERING GEA,1,0.0
"CAP FRONT BUM,PER",1,0.0
"FAN ASSY, ASSY COOLING",1,0.0
HANDEL FRT DOOR OUT RH,1,0.0
I/P CENTER ORNAMENT,1,0.0
FENDER LINING ,1,0.0
MOLDING RADIATOR GRILL LOWER,1,0.0
weatherstrip rh,1,0.0
COVER FR. END UPPER,1,0.0
Regulator door front LH,1,0.0
holder Front bumper LH,1,0.0
INDICATOR nos 2@178.0,1,0.0
member apron side R,1,0.0
FOG LAMP GARNISH ACTIVE & COOL-CHR,1,0.0
LH FRONT DOOR ASSY,1,0.0
BEZEL FOG LAMP LH ,1,0.0
garnish radiator upper,1,0.0
Panel assy rear skirt.,1,0.0
"GARNISH COMP,FR  FNDR ,L",1,0.0
ABRORBER COMP FR BUMPER,1,0.0
garnish radiator upper gril,1,0.0
REINF COMP RR DOOR STRIKER LEFT,1,0.0
Cover out Rear View Rh,1,0.0
Member Comp Bump Frt,1,0.0
"ARM & BLADE ASSY,WIP",1,0.0
STOPPER FR BUMPER,1,0.0
garnish assy back door license,1,0.0
"GUARD ASSY,FR DOOR S",1,0.0
RUBBER WATER RSV TANK CAP,1,0.0
"Tape, Front dr out top",1,0.0
FRAME ASSY FRT SEAT RH,1,0.0
DECAL(ABS,1,0.0
NUT-12,1,0.0
"WEATHERSTRIP,RR DR INNER",1,0.0
Tongue assy FR belt RH,1,0.0
Member Assembly Apron Side Left,1,0.0
Sensor comp Fr wheel LH,1,0.0
Qtr pnel Rear LH,1,0.0
"ARM ASSY, WIPER 2 NOS",1,0.0
BONET & HINGNIS,1,0.0
"MOLDING,WINDSHIELD- CUT",1,0.0
Rod Front Suspension ,1,0.0
PLATE APRON MEMBER FR,1,0.0
Extension COmp RR Flooe R,1,0.0
BRACKET FRONT STABILIZER MOUNT 1,1,0.0
Cover FR End LH,1,0.0
Frame S/Comp Front Door,1,0.0
pump assy Rear,1,0.0
HOLDER RH RR,1,0.0
Handle Assy Door Out Front Rhs,1,0.0
"LOUVER, SIDE VENTILATOR",1,0.0
COVER FRT UPR AND LOWER,1,0.0
"HARNESS ASSY,FL",1,0.0
"CASE,HTR",1,0.0
PNL REAR FLOOR CTR,1,0.0
BELT ASSY RR RH,1,0.0
BELT RH /LH,1,0.0
RR RH FENDER LINING,1,0.0
EXTENSION  FR FENDER LWR BKT,1,0.0
HOLDER FRT BUMPER FR RH,1,0.0
RR PARCEL SHELF,1,0.0
"TAPE,REAR DOR OUTER RR,RH",1,0.0
"GARNISH,RADIATOR GRILLE RH",1,0.0
Panel Assy Rr Door LH,1,0.0
DICKY TAIL LAMP RH,1,0.0
Garnish fr covr ctr,1,0.0
Lamp unit RR Comp LH,1,0.0
SANSOR BACK,1,0.0
REGUALTOR SUB ASSY FRT WINDOW RH,1,0.0
TAPE FRT DR UTER UPR L,1,0.0
"HINGE, REAR DOOR LOWER R",1,0.0
"PANEL COMP. FRT, PILLAR INNER LH",1,0.0
"arm Assy, Front Suspension, L",1,0.0
Support Rod Front Left,1,0.0
AMARON (4908less50%),1,0.0
"STOPPER,FRONT STRUT REBOUND1",1,0.0
holder assy side l,1,0.0
cap tow,1,0.0
Module AIR BAG,1,0.0
"MEMBER,APRON SIDE RH",1,0.0
TIE ROD ASSY RH,1,0.0
Steering rack assy disposal,1,0.0
Contact coil and SAS,1,0.0
crossmember frnt,1,0.0
GARNISH LH SIDE,1,0.0
wheel comp 4,1,0.0
Weatherstrip Front Door Opening R,1,0.0
bolt 5 nos,1,0.0
LININING FEND LH,1,0.0
"HEADLAMP ASSY,lh",1,0.0
CLIP25,1,0.0
"GARNISH, FR BMPER LOWER",1,0.0
TRANSMISSION ASSY,1,0.0
IQUID PIPE,1,0.0
Indicator Light Left,1,0.0
FRONT DOOR HINGE LOWER RETAINER,1,0.0
GLASS COMP WINDSHEILD,1,0.0
tape rear outer upr lh,1,0.0
Panel Roof Front Inner,1,0.0
Clip Lining Quarter Rear,1,0.0
Extension Rear Left,1,0.0
"PANEL, INSTRUMENT",1,0.0
QUATER PANEL LH,1,0.0
COLW GARNISH RH,1,0.0
air bag module,1,0.0
PANEL COMP FRT PILLAR INNER RH,1,0.0
"PNL, SIDE SILL, L",1,0.0
Lining fender RH,1,0.0
Box assy strg Gear,1,0.0
LINING COMPFRONT FENDERR,1,0.0
GURD ASSY FENDER LH,1,0.0
"HOLDER,FR BPR SIDE,L & R",1,0.0
Bumper FRont ,1,0.0
LAMP ASSYLICENCE,1,0.0
COVER COMP FLOOR CONSOLE FR R,1,0.0
RH quater panel,1,0.0
PANEL COMP INSTRUMENT.,1,0.0
"HOSE,RAD",1,0.0
PANEL FNR APRON L,1,0.0
CALIPER ASSY FR BREAK L,1,0.0
Hook Tow Rear,1,0.0
LH Front Fender Lining Comp,1,0.0
brackwet 2,1,0.0
Reinf Qtr Inner Front LH,1,0.0
"Panel Ctr Pillar Inner, R",1,0.0
Beael lhs,1,0.0
Guard Fender LH,1,0.0
"LATCH COMP, HOO",1,0.0
Extension fender Upt  L,1,0.0
Bracket Comp Eng Rear Trq Rod,1,0.0
Radiator bottom Support,1,0.0
Radiatorbrezza dsl,1,0.0
COVER HOOD,1,0.0
OIL FILTR ASSY,1,0.0
SENSOR ASSY ROOM TEMPERATURE,1,0.0
sensor oxygen RR,1,0.0
splash guard dr right,1,0.0
REINF C,1,0.0
CLAMP BRAKE PIPE 4,1,0.0
BPR FR LWR R,1,0.0
"GARNISH, FRONT ",1,0.0
BOX COMP GLOOVE,1,0.0
NOZEL DEFROSTER,1,0.0
"Emblem, ZXI",1,0.0
TAPPET (T:3.38) 2,1,0.0
TIER ROD STRG,1,0.0
ABSORBER FR LOWER LH,1,0.0
Grille front lower,1,0.0
BRACKET APPRON LOWER MEMBER RH LH,1,0.0
PCM,1,0.0
LH Rear View Glass,1,0.0
MOUNTING RDTR SUPPOR,1,0.0
MBR ROOF PNL CNTR NO 2345,1,0.0
"SET, CONTACT COIL , AUTO LIGHT",1,0.0
HANDLE SET FR DOOR OTE LH,1,0.0
LINNING COMP FRONT FENDER  L,1,0.0
EMBLM MARUTI SUZUKI ERTIGA VDI DDIS DDIS,1,0.0
"GARNISH COMP,RR DR RR OUTER",1,0.0
Inlet Complete,1,0.0
"HINGE COMP,,L",1,0.0
ARM LOWER L,1,0.0
PNL FR PILLAR INR RH,1,0.0
"TRIM, FRONT DOOR RH (BLACK",1,0.0
SNNSOR AIR TEMP,1,0.0
HolderLH,1,0.0
"HOSE, AIR CLNR",1,0.0
Cable 4,1,0.0
"CLIP,LUGGAGE FLOOR 5PCS",1,0.0
"GARNISH,RADIATOR GRILLE,L ",1,0.0
HOLDERFR BUMPER SIDE RH/LH,1,0.0
Crossmember front lower.,1,0.0
Emblem markS.,1,0.0
holder bumper side 2 nos,1,0.0
DECALS,1,0.0
BALANCER BACK,1,0.0
Cover console driver,1,0.0
JOINT FR STABLIZER RH,1,0.0
"TAPE,RR RH DR OTR",1,0.0
Net Fr. Bumper,1,0.0
BACK ASSY 2ND RH,1,0.0
Fender Ling Right,1,0.0
TAPE REAR LH DR 1,1,0.0
Generator assy alternator,1,0.0
"GROMMET, REAR COMB LAMP,  UPPER",1,0.0
AC Condenser,1,0.0
Side outer body panel right,1,0.0
WEATHERSTRIP REAR DOOR OPNG.,1,0.0
COVER FR END LWR 1,1,0.0
Repair Cashloss mode of settlement,1,0.0
STOP REART DOOR OPEN,1,0.0
"GARNISH,,R",1,0.0
"PANEL,FR COWL UPPER",1,0.0
Tape Front Pillar Left 1,1,0.0
Panel Assy. Rear Door RH,1,0.0
RH FENDER EYEBROW,1,0.0
W/S RUBBER,1,0.0
BUMPER CORNER BRKT,1,0.0
REINF FRT DOOR SIDE LH,1,0.0
Case Assembly Oil Filter,1,0.0
bracket fog bezel right,1,0.0
"EMBLEM,RR",1,0.0
"CAP,ROOF RAIL FR,L(B",1,0.0
Door Front Right.,1,0.0
BRAKT,1,0.0
Oil Sump Gasket,1,0.0
"EMBLEM,VVT",1,0.0
TAPPATE COVER,1,0.0
hige comp front hood lh,1,0.0
lining frt rh,1,0.0
Side Rear View Mirror Outer Assembly Righ,1,0.0
DOOR HINGE ASSY,1,0.0
glove box upper,1,0.0
MEMBER FR.BUMPER,1,0.0
"HINGE, FRONT2",1,0.0
ARM ASSY REAR TRAILING LH,1,0.0
front bumpr,1,0.0
Bracket Engine LH Mounting No. 1,1,0.0
NET FRNT BMPRR,1,0.0
Trim Com Trunk Room Side R ,1,0.0
Member Comp Front Right,1,0.0
MBR FRONT BUMPER,1,0.0
PANEL COMP. ROOF SIDE INNER LH,1,0.0
SPEEDOMETER ASSY - Kept open,1,0.0
Liquid Gasket (three Bond),1,0.0
HANDLE STRNG,1,0.0
"MEMBER COMP,ROOF FRONT INNER-",1,0.0
EXT APRON MBR,1,0.0
"Pump assy,fuel",1,0.0
ARM FR SUSU L,1,0.0
vvt,1,0.0
MBR RR FLOOR RH,1,0.0
Rh runboard,1,0.0
"RUN,FR DOOR GLASS",1,0.0
cover uner left,1,0.0
TAPE FRLH,1,0.0
"REINF, LAMP SUPPORT BRACE LH",1,0.0
ARIEL ASSY,1,0.0
BOX STEERING GEAR RACK,1,0.0
GLASS MACHINE,1,0.0
HODER FR BUMPER RH,1,0.0
RH QTR ONL,1,0.0
TANK (WASHER),1,0.0
Member radiator supp,1,0.0
SENSOR COMP FR WHEEL RH LH,1,0.0
Cover Comp Engine under,1,0.0
"CAP,FRONT DOOR OUT L",1,0.0
Garnish Fr Bpr R,1,0.0
BEZEL FR FOG LIGHT RH,1,0.0
Holder FR bumper FR Lh,1,0.0
HOLDER BUMPER RR SIDE L,1,0.0
Garnish Bumper Side R,1,0.0
Trim comp trunk room side L,1,0.0
Hinge hood ,1,0.0
GARNISH RAD GRILLE RH,1,0.0
"HINGE, LH",1,0.0
Panel outer quarter,1,0.0
Member Comp Apron Side RH,1,0.0
Cable Shift & Select,1,0.0
SENSOR ASSY FORWARDE,1,0.0
Bumper Absorber Front Lower,1,0.0
"Moulding, Front Piller LH",1,0.0
Mtg Rad Up,1,0.0
"Moulding, Front Piller Lower LH",1,0.0
Hook Towing Rr,1,0.0
Outlet Ventilator Left,1,0.0
HEAD LIGHT R,1,0.0
Trim Qtr Lower Left,1,0.0
CAP RR DR,1,0.0
Engine mounting RH,1,0.0
Front LH Brake Disc,1,0.0
Bushing Coil Spring Spacer Rear Right,1,0.0
TRIM COMP CTR PILLAR UPPER RH,1,0.0
"M EMBER,OIL PAN GUARD",1,0.0
BRACKET RADIATOR UPPER LEFT,1,0.0
JOINT STABILIZER BAR.,1,0.0
FRAME ASSY CUSHION FR RH,1,0.0
"TAPE, REAR DR OUTER FR, LH",1,0.0
BEZEL FRONT FAG LAMP R,1,0.0
BEZEL FRONT FOG LAMP RH & LH,1,0.0
Dicky Door,1,0.0
SHAFT ASSUY FR WHEEL DRIB R,1,0.0
Front SHow,1,0.0
SIDE TURN LAMP LH,1,0.0
Bracket jacking front,1,0.0
BRACKET ENG LH MTG NO. 2,1,0.0
Panel Lamp House Inner L,1,0.0
SASH REAR DOOR REAR LEFT,1,0.0
Hinge Comp RR Side,1,0.0
Shell Rear Parcel,1,0.0
BULB (12V),1,0.0
Handle back Door Inner,1,0.0
"Strut Assy, Front Suspension L",1,0.0
Weather Strip Back Door Opening,1,0.0
Trim RR Back R,1,0.0
Holder Rear Bumper-02,1,0.0
lamp back up lh,1,0.0
latch back,1,0.0
latch assy ,1,0.0
TAIL LIGHT QUATER,1,0.0
Knuckle RH,1,0.0
End Steering Tie Rod rh,1,0.0
joint compl fr stablizer,1,0.0
wheel compl rear rh,1,0.0
cable,1,0.0
shaft assy front driver rh,1,0.0
air drying selalnt,1,0.0
Weatherstrip door inner lh,1,0.0
emblem mak s,1,0.0
"COVER,FRONT FENDER TOP,L(B",1,0.0
filter oil,1,0.0
sturt assy front right,1,0.0
Support comp front sturt,1,0.0
front fog lamp left,1,0.0
COVER FLOOR CONSOLE,1,0.0
Extension Qtr Inner Upr L,1,0.0
Sash Front Lower RH,1,0.0
Clamp Brake Pipe Side Member,1,0.0
Insulator parking cable heat,1,0.0
Holder fr bpr side LH,1,0.0
Brkt frt fndr lwr LH,1,0.0
Member comp apron lwr,1,0.0
"BOLT,RR SUSPENSION FRAME NO.1",1,0.0
PANEL FR  HOOD,1,0.0
PANEL QTR  LH,1,0.0
rear  latch,1,0.0
MIRROR ASSY  OUT REAR  VIEW RH  ,1,0.0
"BOLT,FR SUSPENSION FRAME NO.1",1,0.0
Garnish cowl top side l,1,0.0
Tape Rear door outer roof RH ,1,0.0
Strut set fr susn RH,1,0.0
tape rear door outer,1,0.0
Panel FR Pillar inner LH,1,0.0
Extension 2,1,0.0
Panel FR Pillar inner RH,1,0.0
Tape FR DR FR R,1,0.0
",RR LAMP HOUSE OTR,L",1,0.0
fender lining rh fr,1,0.0
Mounting Muffler R,1,0.0
Grommet Rear Comp Lamp,1,0.0
Member Rear Seat Support L,1,0.0
Constructive Total Loss Rs.796754,1,0.0
TAP,1,0.0
Lamp Assy Back Up,1,0.0
Hinge Upper Upper,1,0.0
R/H REINF REAR WHEEL HOUSE FRONT,1,0.0
"LINING,FRONT ,",1,0.0
R/H HINGE COMP REAR DOOR UPPER,1,0.0
R/H FRONT DOOR LATCH,1,0.0
WEATHERSTRIP  FRONT DOOR OPNG  L,1,0.0
HEAD  LIGHT ASSY RH,1,0.0
MEMBER CTR NO.4,1,0.0
BOTH FENDER SPLASH GUARD,1,0.0
Member Assy Appron Side R,1,0.0
EMBLEM ENBLEM VVT 2,1,0.0
Vent Side Both Louver,1,0.0
WEATHERSTRIP COMP REAR DR OUT,1,0.0
EMLEM VDI,1,0.0
garnish grille upper,1,0.0
CLAMP HEATER HOSE,1,0.0
BEAM FR FRAME RH,1,0.0
cowl grille left,1,0.0
"PANEL,RR WHEEL HOUSE OUTER L",1,0.0
"GARNISH,FR BUM SIDE RH",1,0.0
GUIDE  TIMING  CHAIN ,1,0.0
LINING  COMP FR  FENDER RH ,1,0.0
Absrober Fr,1,0.0
dg sealant without primer,1,0.0
"TRIM COMP, TRUNK ROOM SIDE L",1,0.0
"LINER ,L",1,0.0
"TAPE, REAR DR OUTER LH 1",1,0.0
".LOCK, GLOVE BOX (BEIGE)",1,0.0
handle rr dor out r,1,0.0
Garnish Running Board Left,1,0.0
REAR DOOR GLASS MOLDING,1,0.0
"MEMBER COMP, APRON SIDE R",1,0.0
DASHBOARD LOWER COVER,1,0.0
COWL GRILL UPPER,1,0.0
 BOTH FENDER COVER,1,0.0
PIPE RR HK HJOSE TO RR W/CL,1,0.0
BKT SPARE TYRE,1,0.0
CLIP REAR SEAT CUSHION,1,0.0
RENIF QTR INN FR L,1,0.0
R/H SCUFF SIDE SILL REAR,1,0.0
WEATHER STRIP BACK DR OPNG,1,0.0
R/H TRIM COMP QUARTER UPPER,1,0.0
R/H COVER COMP FRONT RCLNG OUTSIDE,1,0.0
COVER FRONT RCLNG INSIDE LOWER,1,0.0
GARNIOSH SIDE RIGHT & LEFT,1,0.0
GARNISH FR BUMPER LICENSER,1,0.0
PANEL FR PILLAR UPPER L,1,0.0
PANEL CTR PILLAR LH,1,0.0
RIAL ROOF FRONT INNER,1,0.0
"PANEL, REAR PILLAR OUTER LH",1,0.0
MGGO TOTAL 2,1,0.0
Member Front Comp,1,0.0
Molding Grille Lwr,1,0.0
tape front rh,1,0.0
RH FR DOOR W STRIPT INNER,1,0.0
DRIVER SHAFT INTERMEDIATE,1,0.0
PIPE SUCTION1,1,0.0
STEERING COL. COVER,1,0.0
BUMPER BEZEL RH,1,0.0
WEATHSTRIP BACK WINDOW,1,0.0
BUMPER BEZEL LH,1,0.0
Bracket Rear RH,1,0.0
SCREW BUMPER FR SIDE,1,0.0
LH REAR COVER,1,0.0
Hinge comp fr dr no1,1,0.0
Double side adhesive tape,1,0.0
Frame s/comp frt,1,0.0
"TAPE, REAR OUTER FR R",1,0.0
Radiator Support Lwr,1,0.0
air sealent,1,0.0
MEMBER FRT BUM UPR,1,0.0
"Bracket, Air Suction",1,0.0
"Hose, Intercooler Outlet No. 2",1,0.0
SRAY FR BUMPER,1,0.0
skirt Panel Rear,1,0.0
"REINF,COWL UPPER,RH",1,0.0
HOSE DEG TANK OUTLET NO 1,1,0.0
BEZEL FRONT GOG LAMP L,1,0.0
Guard rr rh fndr,1,0.0
GSRNIDH FR BUMPER SIDE L,1,0.0
BMPR HOLDER RH,1,0.0
LINING FR FENDE RH,1,0.0
"UNIT LAMP FRONT TURN SIGNAL,RH",1,0.0
"DECAL SIDE STRIPE RR DR, R",1,0.0
"GUARD ASSY,RR RR LH",1,0.0
WEATHERSTRIP DR OUT LH,1,0.0
garnish Front Lower,1,0.0
wheel rim alloy lh,1,0.0
Garnish Cowl Top Side R/ L,1,0.0
Rear bumper holder r,1,0.0
GARNSIH FRONT BUMPER,1,0.0
VALVE  EXH,1,0.0
REAR   BUMPER BRACKET  RH AND LH,1,0.0
"SWITCH,DUAL PRESSURE",1,0.0
Clip 04 Nos,1,0.0
Member comp cowl side,1,0.0
weatherstrip 1,1,0.0
TYRE 185/65R15 ECOPIA EP150,1,0.0
EXTENSION COMP FRONT,1,0.0
HOSE RAD INLET ENGINE,1,0.0
HOSE RAD INLET RH,1,0.0
MIRRIOR ASSYOUT REAR VIEW,1,0.0
SEAT FR SPRING LOWER,1,0.0
LOWER GRILLE ASSY FRONT,1,0.0
SHROUD INTER COOLER ,1,0.0
Bracket front mtg LH body,1,0.0
GARNISH FR BUMPER LOWER R ,1,0.0
Hinge fr dr lower,1,0.0
Tape Rear door L,1,0.0
WHEEL COMP LH,1,0.0
Hinge rear lower rhs,1,0.0
Panel front fnder r.,1,0.0
Sensor assy forward.,1,0.0
BRKT RADIA SUPPORT,1,0.0
Bracket RD Support Upper R,1,0.0
Member apron side rh,1,0.0
Condensor assy.,1,0.0
"CABLE, GEAR SHIFT CONTROL",1,0.0
PANEL REAR QUARTER OUTER -2,1,0.0
HANDLE front rhs,1,0.0
MIRROR CAP LH,1,0.0
"TAPE, FRONT 4",1,0.0
"HINGE COMP,FRONT HOO",1,0.0
"LMP ASSY,SIDE TURN SIG",1,0.0
Rod complete engine RR torque,1,0.0
Panel comp fr wheelhousing RH,1,0.0
Stay complete front hood,1,0.0
CASH LOSS BASIS SATTLEMENT,1,0.0
Tape Fr Dr O Rf,1,0.0
Member appron side outer lh,1,0.0
PANEL COMP TOP SIDE FR R,1,0.0
ENGINE MOUNTING FRONT RH,1,0.0
FENDER LINING INN RH ,1,0.0
Hood latch- Bent,1,0.0
BONNET ASS,1,0.0
SILICON TYUB ASSY,1,0.0
HEAD LIGHT ASSY  RH,1,0.0
"Bumper holder lh, Rh",1,0.0
GRILLE RADTR UPPER,1,0.0
Air Dyring Seal,1,0.0
Reinforcement Rear Door Hinge Left,1,0.0
Member Roof No. 1,1,0.0
Garnish Rear Pillar Outer Front Left,1,0.0
Cover Front END Upper L,1,0.0
Skirt Front Air Bam,1,0.0
CVR FR FDR LH,1,0.0
FAN ASSY RNG CLG,1,0.0
RADIATOR UPPER GRILLLE,1,0.0
Panel comp dash side front,1,0.0
Frame Assembly Front Cushion Right,1,0.0
R/H GARNISH COMP FRONT FENDER,1,0.0
Reflector tape frt,1,0.0
Nozzle Assembly Rear Washer,1,0.0
BLOWER ASY SHROUD,1,0.0
"GASKET,TC OIL DR SPCR SIDE",1,0.0
HINGE COMPFRONT HOODL,1,0.0
GUARD ASSY RR DR SPL L,1,0.0
"RAIL, REAR DR UPPER RH",1,0.0
Cable complete hood latch release,1,0.0
hose radt outlet,1,0.0
Regulato Rear Window Rhs,1,0.0
Hose breather,1,0.0
Cushion T/M cont cable bracket,1,0.0
Motor Assly R,1,0.0
Garnish complete cowl top side L,1,0.0
Silincer I/P top,1,0.0
RR BUMPER BRACEKT LT,1,0.0
Comp Center,1,0.0
"RAIL,RF SIDE DRIP,RH",1,0.0
STAY COMP RR BUMPER LH,1,0.0
Member floor side,1,0.0
AIR DRYING SELAENT1,1,0.0
REINF RF REAR,1,0.0
Fr Bmpr Cap,1,0.0
"REINF,CENTER PLR LOWER L",1,0.0
"HOLDER, BACK DR SWITCH",1,0.0
REAR DOOR HANDLE CAP,1,0.0
DOOR REAR TAPE,1,0.0
Holdder frt r,1,0.0
DOOR  HINGES LOWER ,1,0.0
RAIL DOOR REAR,1,0.0
Hinge frt 1,1,0.0
DOUBLE SIDE ADHESTIVE,1,0.0
LATCH COMP HODO,1,0.0
decal nexa,1,0.0
Sash Comp Rear Door Center RH,1,0.0
fr door hing upper,1,0.0
BUMPER ABSORVER,1,0.0
"SPACER,3RD & 4TH GEAR",1,0.0
"GEAR,COUNTERSHAFT 4TH",1,0.0
Strut Set Front SPNS L,1,0.0
"Panel, Side body outer R",1,0.0
"SWITCH ASSY,WIPER & WASH",1,0.0
ASST DOOR LED DSG,1,0.0
"ANEL,INSTRUMENT MAIN UPPE",1,0.0
BOLT TRQ ROD TRQ ROD BRKT,1,0.0
PIN CLUTCH CABLE JOINT,1,0.0
Garnish Fog Lamp,1,0.0
CASH LOSS BASIS,1,0.0
BRACE RDTR,1,0.0
Garnish Radiator Grille Upper R,1,0.0
Lining Rr Fender L/R,1,0.0
PANEL OMP COWL TOP,1,0.0
Garnish grille front upper,1,0.0
"TURN SIGNAL, RH",1,0.0
door assy passanger air bag,1,0.0
Cover rear view outer LH,1,0.0
TYRE STEPNEY,1,0.0
cover lower R,1,0.0
DOOR ASSY PASS A./B,1,0.0
hose suction 2,1,0.0
ENGINE FAN COOLING,1,0.0
BRACKET RAD SUPPORT,1,0.0
sunrooof assy,1,0.0
HANDLE OUTSIDE FRONT LEFT DOOR,1,0.0
Strut assy rhs,1,0.0
Duble side adhesive tape,1,0.0
"CARPET, LUGGAGE FLOOR (BLACK",1,0.0
Tank.  ,1,0.0
"B EARING,CONNROD (GREEN)",1,0.0
"ABSORBER COMP,FR BUMPER Lower",1,0.0
Ornament I/P driver,1,0.0
Sash front door rear RH,1,0.0
Run rear door glass RH,1,0.0
"REINF,CTR PILLAR,RH",1,0.0
Headlamp LH ,1,0.0
"RUN, REAR GLASS, R",1,0.0
Wire door front RH,1,0.0
"MOLDING FRONT DOOR,L",1,0.0
COLUMN STEERING,1,0.0
Hose EGR cooler WTR inlet,1,0.0
W/STRIP RR RH DOOR,1,0.0
ROD FRONT SPNSN COMPRESSION R,1,0.0
"VALVE,CANISTER PURG",1,0.0
EMBLEM v,1,0.0
Lining Fen,1,0.0
WIPER MACHIN,1,0.0
"GARNISH,RADIATOR GRILL UP RH",1,0.0
FENDER FINING,1,0.0
garnish comp back,1,0.0
FRMAE ROOF SIDE INNER RH,1,0.0
"PANEL COMP,BACK PILLAR OUTER,RH",1,0.0
STAY REAR BUMPER LH,1,0.0
W STRIP FRONT DOOR RH,1,0.0
MOUNT R,1,0.0
holder fr bpr LH,1,0.0
Member Lamp Supp,1,0.0
TIMING CASE,1,0.0
"HINGE COMP, FRONT hd , L",1,0.0
Lining front Fender R ,1,0.0
"LINING COMP, FRNT FNDR, R",1,0.0
leg front rh,1,0.0
mounting rear,1,0.0
TAPE REAR DR OUTER,1,0.0
BRACKET INTERCOOLER LOWER,1,0.0
BALANCER BACK DOOR 2,1,0.0
Sensor MAF,1,0.0
OXY,1,0.0
box comp i/p upper,1,0.0
CASE BLOWE,1,0.0
CROSSMEMBSER COMP HOOD LOCK,1,0.0
Grill Comp radiator,1,0.0
Trim comp qtr upr RH,1,0.0
bumper frnt,1,0.0
SASH COMP FRT DOOR RR L,1,0.0
GUARD RR BUMPER SIDE LH  ,1,0.0
trim quarter panel,1,0.0
bracket bumper,1,0.0
cover steering colu,1,0.0
MEMBER FRONT INNER,1,0.0
lid glove box,1,0.0
"MEMBER, FR BUMP UPP",1,0.0
SHROUD1,1,0.0
FENDER LINING LH / RH,1,0.0
HINGE FRONT DOOR LOWER RH ,1,0.0
"TAPE, FRONT DOOR OUTER L",1,0.0
Garnish Front Pillar Rh,1,0.0
Wheel cover fr RH,1,0.0
OXYGEN SENSOR LOWER,1,0.0
PAEL BACK,1,0.0
box air inlet,1,0.0
Brace Lamp Support L/R,1,0.0
rod front spnsn co,1,0.0
FRONT FASCIA RADIATOR SUPPORT,1,0.0
THERMOSTAT CAP WATE,1,0.0
Tape outr frt rh,1,0.0
Winshield Glass Dam Kit 2,1,0.0
CVR FR END UPR L,1,0.0
JOINT STRG UPER,1,0.0
MEMBER FRONT SIDE RH AND LH,1,0.0
Wheel Comp RH,1,0.0
MOUNT RDTR SUPPORT LWR AND UPR,1,0.0
Support Rod,1,0.0
COVER LWR R,1,0.0
BONNET PANEL ASY,1,0.0
Handle door outer RH,1,0.0
TAPE FR  DOOR OUTER  RR LH,1,0.0
INSTRUMENT PANEL MAIN UPPER,1,0.0
Compressor Asly,1,0.0
BODY SEALANT SET,1,0.0
Reinf Rood Rr Side LH,1,0.0
Handle outside ,1,0.0
DUCT VENTILLATOR  LH,1,0.0
